"","Date","mean","sum_com","week_day","week_day_add","day_to_pred"
"130",2021-06-01,0.302525662990003,57,"Dienstag",0,2021-06-01
"131",2021-06-02,0.142272365426971,190,"Mittwoch",0,2021-06-02
"132",2021-06-03,0.306594924359938,335,"Donnerstag",0,2021-06-03
"133",2021-06-04,0.265703367840273,273,"Freitag",0,2021-06-04
"134",2021-06-05,0.535363765812927,297,"Samstag",2,2021-06-07
"135",2021-06-06,0.196093079086734,197,"Sonntag",1,2021-06-07
"136",2021-06-07,0.0958294032271797,237,"Montag",0,2021-06-07
"137",2021-06-08,0.352759180409943,407,"Dienstag",0,2021-06-08
"138",2021-06-09,0.211580131388545,251,"Mittwoch",0,2021-06-09
"139",2021-06-10,0.113332035497259,158,"Donnerstag",0,2021-06-10
"140",2021-06-11,0.282996234705011,188,"Freitag",0,2021-06-11
"141",2021-06-12,0.0917903446712311,171,"Samstag",2,2021-06-14
"142",2021-06-13,-0.00058404558404559,60,"Sonntag",1,2021-06-14
"143",2021-06-14,-0.00714285714285713,14,"Montag",0,2021-06-14
"144",2021-06-15,0.278869047619048,64,"Dienstag",0,2021-06-15
"145",2021-06-16,0.396323529411765,34,"Mittwoch",0,2021-06-16
"146",2021-06-17,0,4,"Donnerstag",0,2021-06-17
"147",2021-06-18,0.358333333333333,36,"Freitag",0,2021-06-18
"148",2021-06-19,0.436805555555556,24,"Samstag",2,2021-06-21
"149",2021-06-20,0.504061115355233,105,"Sonntag",1,2021-06-21
"150",2021-06-21,0.442627990163201,142,"Montag",0,2021-06-21
"151",2021-06-22,0.190938387635756,117,"Dienstag",0,2021-06-22
"152",2021-06-23,0.177174803887133,73,"Mittwoch",0,2021-06-23
"153",2021-06-24,0.115113627825214,138,"Donnerstag",0,2021-06-24
"154",2021-06-25,0.472808911473216,194,"Freitag",0,2021-06-25
"155",2021-06-26,0.258691077441077,33,"Samstag",2,2021-06-28
"156",2021-06-27,0.354916351010101,80,"Sonntag",1,2021-06-28
"157",2021-06-28,0.113844839077527,79,"Montag",0,2021-06-28
"158",2021-06-29,-0.155569316436252,93,"Dienstag",0,2021-06-29
"159",2021-06-30,0.459143518518518,84,"Mittwoch",0,2021-06-30
"160",2021-07-01,0.218799407114625,69,"Donnerstag",0,2021-07-01
"161",2021-07-02,-0.953832070707071,44,"Freitag",0,2021-07-02
"162",2021-07-03,-1.50376984126984,18,"Samstag",2,2021-07-05
"163",2021-07-04,-0.0410835651119669,82,"Sonntag",1,2021-07-05
"164",2021-07-05,0.0817528735632184,29,"Montag",0,2021-07-05
"165",2021-07-06,-0.0824688282662421,87,"Dienstag",0,2021-07-06
"166",2021-07-07,-0.127371870109546,71,"Mittwoch",0,2021-07-07
"167",2021-07-08,0.26482905982906,78,"Donnerstag",0,2021-07-08
"168",2021-07-09,-0.0787540174471992,66,"Freitag",0,2021-07-09
"169",2021-07-10,0.545368072787428,31,"Samstag",2,2021-07-12
"170",2021-07-11,0.186291666666667,20,"Sonntag",1,2021-07-12
"171",2021-07-12,0.422671568627451,34,"Montag",0,2021-07-12
"172",2021-07-13,-0.145,10,"Dienstag",0,2021-07-13
"173",2021-07-14,0.0182589830804117,42,"Mittwoch",0,2021-07-14
"174",2021-07-15,0.302240605334836,195,"Donnerstag",0,2021-07-15
"175",2021-07-16,-0.218960242343863,58,"Freitag",0,2021-07-16
"176",2021-07-17,0.559579772079772,33,"Samstag",2,2021-07-19
"177",2021-07-18,-0.0333418588789683,32,"Sonntag",1,2021-07-19
"178",2021-07-19,0.501466750841751,66,"Montag",0,2021-07-19
"179",2021-07-20,0.361489535330261,31,"Dienstag",0,2021-07-20
"180",2021-07-21,0.134395833333333,80,"Mittwoch",0,2021-07-21
"181",2021-07-22,0.0717954545454545,44,"Donnerstag",0,2021-07-22
"182",2021-07-23,-1.77777777777778,5,"Freitag",0,2021-07-23
"183",2021-07-24,-0.392488888888889,25,"Samstag",2,2021-07-26
"184",2021-07-25,0.547727272727273,17,"Sonntag",1,2021-07-26
"185",2021-07-26,0.301008597883598,56,"Montag",0,2021-07-26
"186",2021-07-27,0.0611316872427983,27,"Dienstag",0,2021-07-27
"187",2021-07-28,0.066991341991342,83,"Mittwoch",0,2021-07-28
"188",2021-07-29,0.313991319444444,80,"Donnerstag",0,2021-07-29
"189",2021-07-30,0.0433282130056324,31,"Freitag",0,2021-07-30
"190",2021-07-31,0.365703054806828,53,"Samstag",2,2021-08-02
"191",2021-08-01,2.12833333333333,18,"Sonntag",1,2021-08-02
"192",2021-08-02,-0.040625,16,"Montag",0,2021-08-02
"193",2021-08-03,0.0181711964337072,61,"Dienstag",0,2021-08-03
"194",2021-08-04,-0.288425925925926,87,"Mittwoch",0,2021-08-04
"195",2021-08-05,0.0843560827108621,84,"Donnerstag",0,2021-08-05
"196",2021-08-06,0.147916666666667,20,"Freitag",0,2021-08-06
"197",2021-08-07,0.186453714414241,38,"Samstag",2,2021-08-09
"198",2021-08-08,0.032642089093702,31,"Sonntag",1,2021-08-09
"199",2021-08-09,0.0963991769547326,81,"Montag",0,2021-08-09
"200",2021-08-10,0.138573573573574,74,"Dienstag",0,2021-08-10
"201",2021-08-11,0.122777777777778,42,"Mittwoch",0,2021-08-11
"202",2021-08-12,-0.522039295392954,82,"Donnerstag",0,2021-08-12
"203",2021-08-13,0.451529535864979,79,"Freitag",0,2021-08-13
"204",2021-08-14,-0.329638118929164,67,"Samstag",2,2021-08-16
"205",2021-08-15,0.205128205128205,26,"Sonntag",1,2021-08-16
"206",2021-08-16,0.466098484848485,44,"Montag",0,2021-08-16
"207",2021-08-17,0.365789473684211,19,"Dienstag",0,2021-08-17
"208",2021-08-18,-0.0511368160566879,78,"Mittwoch",0,2021-08-18
"209",2021-08-19,0.135517316017316,100,"Donnerstag",0,2021-08-19
"210",2021-08-20,-0.0179114684860299,90,"Freitag",0,2021-08-20
"211",2021-08-21,0.291666666666667,16,"Samstag",2,2021-08-23
"212",2021-08-22,0.641666666666667,26,"Sonntag",1,2021-08-23
"213",2021-08-23,0.732958994708995,50,"Montag",0,2021-08-23
"214",2021-08-24,0.335594071223701,135,"Dienstag",0,2021-08-24
"215",2021-08-25,0.149133629902861,169,"Mittwoch",0,2021-08-25
"216",2021-08-26,0.540760869565217,23,"Donnerstag",0,2021-08-26
"217",2021-08-27,0.275925925925926,81,"Freitag",0,2021-08-27
"218",2021-08-28,-0.0652481556002683,71,"Samstag",2,2021-08-30
"219",2021-08-29,-0.5,6,"Sonntag",1,2021-08-30
"220",2021-08-30,0.784213947990544,47,"Montag",0,2021-08-30
"221",2021-08-31,0.237349559531378,110,"Dienstag",0,2021-08-31
"222",2021-09-01,0.701833333333333,25,"Mittwoch",0,2021-09-01
"223",2021-09-02,-0.151283744131455,71,"Donnerstag",0,2021-09-02
"224",2021-09-03,0.050831475287997,69,"Freitag",0,2021-09-03
"225",2021-09-04,-0.0184280303030303,55,"Samstag",2,2021-09-06
"226",2021-09-05,0.41,25,"Sonntag",1,2021-09-06
"227",2021-09-06,0.340451388888889,32,"Montag",0,2021-09-06
"228",2021-09-07,0.214606366316565,67,"Dienstag",0,2021-09-07
"229",2021-09-08,0.234301346801347,66,"Mittwoch",0,2021-09-08
"230",2021-09-09,0.414918347338936,85,"Donnerstag",0,2021-09-09
"231",2021-09-10,0.60263373059867,82,"Freitag",0,2021-09-10
"232",2021-09-11,0.527777777777778,49,"Samstag",2,2021-09-13
"233",2021-09-12,-0.219920865633075,43,"Sonntag",1,2021-09-13
"234",2021-09-13,-0.0129439128123339,95,"Montag",0,2021-09-13
"235",2021-09-14,0.736796536796537,58,"Dienstag",0,2021-09-14
"236",2021-09-15,0.759648647920707,112,"Mittwoch",0,2021-09-15
"237",2021-09-16,0.660278633795583,59,"Donnerstag",0,2021-09-16
"238",2021-09-17,0.146699740298531,124,"Freitag",0,2021-09-17
"239",2021-09-18,0.849756944444444,66,"Samstag",2,2021-09-20
"240",2021-09-19,0.716666666666667,5,"Sonntag",1,2021-09-20
"241",2021-09-20,0.269450318588974,119,"Montag",0,2021-09-20
"242",2021-09-21,0.167333333333333,25,"Dienstag",0,2021-09-21
"243",2021-09-22,-0.172118702553485,23,"Mittwoch",0,2021-09-22
"244",2021-09-23,-0.41820652173913,23,"Donnerstag",0,2021-09-23
"245",2021-09-24,-0.35,10,"Freitag",0,2021-09-24
"246",2021-09-25,0.0444444444444444,9,"Samstag",2,2021-09-27
"247",2021-09-26,0.344871794871795,13,"Sonntag",1,2021-09-27
"248",2021-09-27,0.339046822742475,23,"Montag",0,2021-09-27
"249",2021-09-28,0.668524087519623,64,"Dienstag",0,2021-09-28
"250",2021-09-29,0.388888888888889,9,"Mittwoch",0,2021-09-29
"251",2021-09-30,-0.0189703371745625,71,"Donnerstag",0,2021-09-30
"252",2021-10-01,0.590090497737557,34,"Freitag",0,2021-10-01
"253",2021-10-02,-0.192045454545455,11,"Samstag",2,2021-10-04
"254",2021-10-04,0.397916666666667,6,"Montag",0,2021-10-04
"255",2021-10-05,0.38695652173913,23,"Dienstag",0,2021-10-05
"256",2021-10-06,0.39047619047619,28,"Mittwoch",0,2021-10-06
"257",2021-10-07,0.398333333333333,40,"Donnerstag",0,2021-10-07
"258",2021-10-08,0.848296373663102,80,"Freitag",0,2021-10-08
"259",2021-10-09,0.0387500000000001,32,"Samstag",2,2021-10-11
"260",2021-10-10,-0.134715821812596,31,"Sonntag",1,2021-10-11
"261",2021-10-11,1.13509990253411,38,"Montag",0,2021-10-11
"262",2021-10-12,0.45,15,"Dienstag",0,2021-10-12
"263",2021-10-13,-0.325253623188406,23,"Mittwoch",0,2021-10-13
"264",2021-10-14,0.17598275862069,58,"Donnerstag",0,2021-10-14
"265",2021-10-15,0.647314814814815,45,"Freitag",0,2021-10-15
"266",2021-10-16,0.315277777777778,18,"Samstag",2,2021-10-18
"267",2021-10-17,0.3597,20,"Sonntag",1,2021-10-18
"268",2021-10-18,0.162290252639517,68,"Montag",0,2021-10-18
"269",2021-10-19,0.0928467626456132,87,"Dienstag",0,2021-10-19
"270",2021-10-20,0.521666666666667,26,"Mittwoch",0,2021-10-20
"271",2021-10-21,0.365705128205128,39,"Donnerstag",0,2021-10-21
"272",2021-10-22,0.206666666666667,30,"Freitag",0,2021-10-22
"273",2021-10-23,0.520175438596491,19,"Samstag",2,2021-10-25
"274",2021-10-24,0.319638694638695,39,"Sonntag",1,2021-10-25
"275",2021-10-25,-0.00515151515151515,33,"Montag",0,2021-10-25
"276",2021-10-26,0.321317829457364,43,"Dienstag",0,2021-10-26
"277",2021-10-27,0.243055555555556,36,"Mittwoch",0,2021-10-27
"278",2021-10-28,0.464285714285714,21,"Donnerstag",0,2021-10-28
"279",2021-10-29,2.71306878306878,63,"Freitag",0,2021-10-29
"280",2021-10-30,0.238647342995169,23,"Samstag",2,2021-11-01
"281",2021-10-31,0.439362648221344,46,"Sonntag",1,2021-11-01
"282",2021-11-01,1.02420634920635,42,"Montag",0,2021-11-01
"283",2021-11-02,-0.365263157894737,76,"Dienstag",0,2021-11-02
"284",2021-11-03,0.142443359110026,99,"Mittwoch",0,2021-11-03
